PUBDATE,TITLE_TEXT_EN,TITLE_URL_EN,TITLE_TEXT_FR,TITLE_URL_FR,TEASER_EN,TEASER_FR,ADDITIONAL_TOPICS_EN,ADDITIONAL_TOPICS_FR,AUDIENCE_EN,AUDIENCE_FR,TYPE_EN,TYPE_FR,DEPT_EN,DEPT_FR,LOCATION_EN,LOCATION_FR,MINISTER_EN,MINISTER_FR,TOPIC_EN,TOPIC_FR,SUBJECT_EN,SUBJECT_FR
2024-07-03 16:08:48,"Government of Canada announces the publication of Feeds Regulations, 2024",https://www.canada.ca/en/food-inspection-agency/news/2024/07/government-of-canada-announces-the-publication-of-feeds-regulations-2024.html,Le gouvernement du Canada annonce la publication du Règlement de 2024 sur les aliments du bétail,https://www.canada.ca/fr/agence-inspection-aliments/nouvelles/2024/07/le-gouvernement-du-canada-annonce-la-publication-du-reglement-de-2024-sur-les-aliments-du-betail.html,"The Government of Canada is committed to upholding Canada's high safety standards for food and animal feed, while maintaining market access for Canadian producers.","Le gouvernement du Canada s'est engagé à maintenir les rigoureuses normes canadiennes en matière de salubrité pour les aliments destinés aux humains et aux animaux, tout en préservant l'accès au marché pour les producteurs du pays.",,,"business, general public, government","entreprises, gouvernement, grand public",news releases,communiqués de presse,Canadian Food Inspection Agency,Agence canadienne d’inspection des aliments,Canada,Canada,,,"Aquaculture, Aquaculture regulations and policies, Environment and natural resources, Fishing and hunting","Aquaculture, Chasse et pêche, Environnement et ressources naturelles, Règlements et politiques en aquaculture","Animal health, Health, Health and Safety, Law, Regulations","Droit, Règlements, Santé, Santé animale, Santé et sécurité"
2024-07-03 15:49:00,Government of Canada Announces $11 Million to Advance Small Modular Reactor Research and Hydrogen Technologies to Support Clean Energy Development,https://www.canada.ca/en/natural-resources-canada/news/2024/07/government-of-canada-announces-11-million-to-advance-small-modular-reactor-research-and-hydrogen-technologies-to-support-clean-energy-development.html,Le gouvernement du Canada annonce l’octroi de 11 millions de dollars pour l’avancement des technologies de l’hydrogène et de la recherche sur les petits réacteurs modulaires à l’appui du développement de l’énergie propre,https://www.canada.ca/fr/ressources-naturelles-canada/nouvelles/2024/07/le-gouvernement-du-canada-annonce-loctroi-de-11-millions-de-dollars-pour-lavancement-des-technologies-de-lhydrogene-et-de-la-recherche-sur-les-peti.html,"It is in this context that federal, provincial and territorial ministers are meeting in Calgary, Alberta, from July 3 to July 5, 2024, at the annual Energy and Mines Ministers’ Conference, to share perspectives and continue driving momentum in the energy and mining sectors.  ","C’est dans ce contexte que des ministres fédéraux, provinciaux et territoriaux se rencontrent du 3 au 5 juillet 2024 à Calgary, en Alberta, à l’occasion de la Conférence annuelle des ministres de l’énergie et des mines. À cette occasion, ils partageront leurs points de vue et continueront de donner un élan aux secteurs de l’énergie et des mines.",,,"general public, media","grand public, médias",news releases,communiqués de presse,Natural Resources Canada,Ressources naturelles Canada,Canada,Canada,Hon. Jonathan Wilkinson,L'hon. Jonathan Wilkinson,"Canadian environmental protection registry, Environment and natural resources, Pollution and waste management","Environnement et ressources naturelles, Pollution et gestion des déchets, Registre environnemental de la Loi canadienne sur la protection de l'environnement",Nature and Environment,Nature et environnement
2024-07-03 15:15:37,Assault of an inmate at Kent Institution,https://www.canada.ca/en/correctional-service/news/2024/07/assault-of-an-inmate-at-kent-institution.html,Agression contre un détenu à l’Établissement de Kent,https://www.canada.ca/fr/service-correctionnel/nouvelles/2024/07/agression-contre-un-detenu-a-letablissement-de-kent.html,"On June 27, 2024, an inmate was the victim of an assault at Kent Institution, a maximum-security federal institution.  ","Le 27 juin 2024, un détenu a été victime d’agression à l’Établissement de Kent, un établissement fédéral à sécurité maximale.",,,general public,grand public,news releases,communiqués de presse,Correctional Service Canada,Service correctionnel Canada,"British Columbia, Canada","Canada, Colombie-Britannique",,,"Correctional facilities and security, Corrections, Policing, justice and emergencies","Installations et sécurité, Services correctionnels, Services de police, justice et urgences","Health and Safety, Public safety, Safety","Santé et sécurité, Sécurité, Sécurité publique"
2024-07-03 15:07:13,Death of an inmate from Bath Institution,https://www.canada.ca/en/correctional-service/news/2024/07/death-of-an-inmate-from-bath-institution.html,Décès d’un détenu de l’Établissement de Bath,https://www.canada.ca/fr/service-correctionnel/nouvelles/2024/07/deces-dun-detenu-de-letablissement-de-bath.html,"On July 1, 2024, John Mcrae, an inmate from Bath Institution, died while in our custody. ","Le 1er juillet 2024, John Mcrae, un détenu de l’Établissement de Bath, est décédé sous notre garde. ",,,general public,grand public,news releases,communiqués de presse,Correctional Service Canada,Service correctionnel Canada,"Canada, Ontario","Canada, Ontario",,,"Correctional facilities and security, Corrections, Policing, justice and emergencies","Installations et sécurité, Services correctionnels, Services de police, justice et urgences","Health and Safety, Public safety, Safety","Santé et sécurité, Sécurité, Sécurité publique"
2024-07-03 14:33:55,"Enhancing tourism experiences in Halton, Hamilton and surrounding areas",https://www.canada.ca/en/economic-development-southern-ontario/news/2024/07/enhancing-tourism-experiences-in-halton-hamilton-and-surrounding-areas.html,"Améliorer les expériences touristiques à Halton, à Hamilton et dans les régions voisines",https://www.canada.ca/fr/developpement-economique-sud-ontario/nouvelles/2024/07/ameliorer-les-experiences-touristiques-a-halton-a-hamilton-et-dans-les-regions-voisines.html,Six organizations supporting tourism in the region expand experiences to attract more visitors with federal support ,Six organisations soutenant le tourisme dans la région élargissent leur offre pour attirer davantage de visiteurs grâce à l’aide du gouvernement fédéral ,,,general public,grand public,news releases,communiqués de presse,Federal Economic Development Agency for Southern Ontario,Agence fédérale de développement économique pour le Sud de l’Ontario,"Canada, Ontario","Canada, Ontario",Hon. Filomena Tassi,L'hon. Filomena Tassi,Business and industry,Entreprises et industrie,Economics and Industry,Économie et industrie
2024-07-03 14:14:11,"More than 70,000 Canada Summer Jobs opportunities for youth across Canada",https://www.canada.ca/en/employment-social-development/news/2024/07/more-than-70000-canada-summer-jobs-opportunities-for-youth-across-canada.html,Plus de 70 000 possibilités d’emploi pour les jeunes Canadiens dans le cadre du programme Emplois d’été Canada,https://www.canada.ca/fr/emploi-developpement-social/nouvelles/2024/07/plus-de-70000-possibilites-demploi-pour-les-jeunes-canadiens-dans-le-cadre-du-programme-emplois-dete-canada.html,The Government of Canada is creating generational fairness by creating opportunities for young Canadians to get the skills they need for well-paying jobs. Canada ,Le gouvernement du Canada met en place des mesures pour donner une chance équitable à toutes les générations en offrant aux jeunes Canadiennes et Canadiens la possibilité d’acquérir les compétences dont ils ont besoin pour décrocher des emplois bien rémunérés. ,,,"general public, government, job seekers, media, students, youth","chercheurs d’emploi, gouvernement, grand public, jeunesse, médias, étudiants",news releases,communiqués de presse,Employment and Social Development Canada,Emploi et Développement social Canada,Canada,Canada,"Hon. Arif Virani, Hon. Marci Ien","L'hon. Arif Virani, L'hon. Marci Ien","Government priorities, How government works","Comment le gouvernement fonctionne, Priorités du gouvernement","Employment, Job creation, Job search, Labour, Processes, Skills","Création d'emploi, Emploi, Habiletés, Liens et fonctions, Recherche d'emploi, Travail et emploi"
2024-07-03 13:42:24,Minister Vandal announces investments to support infrastructure and economic development projects across Alberta,https://www.canada.ca/en/prairies-economic-development/news/2024/07/minister-vandal-announces-investments-to-support-infrastructure-and-economic-development-projects-across-alberta.html,Le ministre Vandal annonce des investissements visant à soutenir des projets d’infrastructure et de développement économique en Alberta,https://www.canada.ca/fr/developpement-economique-prairies/nouvelles/2024/07/le-ministre-vandal-annonce-des-investissements-visant-a-soutenir-des-projets-dinfrastructure-et-de-developpement-economique-en-alberta.html,"Over $39 million through the Canada Coal Transition Initiative and Canada Coal Transition Initiative – Infrastructure Fund helping Alberta communities attract investments, create jobs and transition to a sustainable green economy","Plus de 39 millions de dollars dans le cadre de l’Initiative canadienne de transition pour l’industrie du charbon et du Fonds d’infrastructure de l’Initiative canadienne de transition pour l’industrie du charbon pour aider les collectivités de l’Alberta à attirer des investissements, à créer des emplois et à effectuer la transition vers une économie verte durable","Alberta business support, Business and industry, Getting business support and financing, Regional business support, Starting a business","Entreprises et industrie, Lancer une entreprise, Obtenir du soutien et du financement pour votre entreprise, Organismes et services de soutien à l'entreprise, Soutien aux entreprises de l'Alberta","business, general public, media","entreprises, grand public, médias",news releases,communiqués de presse,Prairies Economic Development,Développement économique Canada pour les Prairies,"Alberta, Canada, Prairies","Alberta, Canada, Prairies",Hon. Dan Vandal,L'hon. Dan Vandal,Business and industry,Entreprises et industrie,"Economics and Industry, Infrastructures, Job creation, Labour","Création d'emploi, Infrastructure, Travail et emploi, Économie et industrie"
2024-07-03 13:42:08,Backgrounder: Minister Vandal announces investments to support infrastructure and economic development projects across Alberta,https://www.canada.ca/en/prairies-economic-development/news/2024/07/backgrounder-minister-vandal-announces-investments-to-support-infrastructure-and-economic-development-projects-across-alberta.html,Document d’information : Le ministre Vandal annonce des investissements visant à soutenir des projets d’infrastructure et de développement économique en Alberta,https://www.canada.ca/fr/developpement-economique-prairies/nouvelles/2024/07/document-dinformation--le-ministre-vandal-annonce-des-investissements-visant-a-soutenir-des-projets-dinfrastructure-et-de-developpement-economique-.html,"PrairiesCan is investing $39,432,507 for 10 Alberta projects to support skill development, infrastructure investment and economic diversification in impacted communities transitioning from coal-fired electricity generation.","PrairiesCan investit 39 432 507 dollars au profit de 10 projets réalisés en Alberta visant à soutenir le perfectionnement des compétences, l’investissement dans les infrastructures et la diversification de l’économie dans les collectivités touchées par la transition de la production d’électricité à partir du charbon.","Alberta business support, Business and industry, Getting business support and financing, Regional business support, Starting a business","Entreprises et industrie, Lancer une entreprise, Obtenir du soutien et du financement pour votre entreprise, Organismes et services de soutien à l'entreprise, Soutien aux entreprises de l'Alberta","business, general public, media","entreprises, grand public, médias",backgrounders,documents d'information,Prairies Economic Development,Développement économique Canada pour les Prairies,"Alberta, Canada, Prairies","Alberta, Canada, Prairies",Hon. Dan Vandal,L'hon. Dan Vandal,Business and industry,Entreprises et industrie,"Economics and Industry, Infrastructures, Job creation, Labour","Création d'emploi, Infrastructure, Travail et emploi, Économie et industrie"
2024-07-03 13:27:38,Minister Vandal to announce major investment to advance clean technology innovation across Alberta,https://www.canada.ca/en/prairies-economic-development/news/2024/07/minister-vandal-to-announce-major-investment-to-advance-clean-technology-innovation-across-alberta.html,Le ministre Vandal annoncera un investissement considérable visant à faire progresser l’innovation en technologies propres en Alberta,https://www.canada.ca/fr/developpement-economique-prairies/nouvelles/2024/07/le-ministre-vandal-annoncera-un-investissement-considerable-visant-a-faire-progresser-linnovation-en-technologies-propres-en-alberta.html,"The Honourable Dan Vandal, Minister for PrairiesCan, will announce federal support to help Alberta’s small- and medium-sized businesses capitalize on economic opportunities by commercializing and adopting clean technologies and clean energy solutions.","L’honorable Dan Vandal, ministre de PrairiesCan, annoncera un soutien fédéral destiné à aider les petites et moyennes entreprises de l’Alberta à tirer parti des possibilités économiques offertes par la commercialisation et l’adoption de technologies propres et de solutions d’énergie propre.","Alberta business support, Business and industry, Getting business support and financing, Regional business support, Starting a business","Entreprises et industrie, Lancer une entreprise, Obtenir du soutien et du financement pour votre entreprise, Organismes et services de soutien à l'entreprise, Soutien aux entreprises de l'Alberta","general public, media","grand public, médias",media advisories,avis aux médias,Prairies Economic Development,Développement économique Canada pour les Prairies,"Alberta, Canada, Prairies","Alberta, Canada, Prairies",Hon. Dan Vandal,L'hon. Dan Vandal,"Energy, Environment and natural resources","Environnement et ressources naturelles, Énergie","Economics and Industry, Nature and Environment","Nature et environnement, Économie et industrie"
2024-07-03 13:00:54,MP Hanley announces an investment supporting the Yukon’s screen-based media industry,https://www.canada.ca/en/northern-economic-development/news/2024/07/mp-hanley-announces-an-investment-supporting-the-yukons-screen-based-media-industry.html,Le député Brendan Hanley annonce un investissement destiné à soutenir l’industrie des médias sur écran du Yukon,https://www.canada.ca/fr/developpement-economique-nord/nouvelles/2024/07/le-depute-brendan-hanley-annonce-un-investissement-destine-a-soutenir-lindustrie-des-medias-sur-ecran-du-yukon.html,"The Yukon’s screen media industry, including film, television and online media, brings significant benefits to people and communities in the territory, such as skilled employment, economic growth, cultural enrichment, and increased visibility on a national and global scale.","L’industrie yukonnaise des médias sur écran, y compris le cinéma, la télévision et les médias en ligne, procure des avantages considérables à la population et aux communautés du territoire, notamment des emplois spécialisés, la croissance économique, l’enrichissement culturel et une visibilité accrue à l’échelle nationale et mondiale.",,,"Aboriginal peoples, general public, media","Peuples autochtones, grand public, médias",news releases,communiqués de presse,Canadian Northern Economic Development Agency,Agence canadienne de développement économique du Nord,"Canada, Territories, Yukon","Canada, Territoires, Yukon",Hon. Dan Vandal,L'hon. Dan Vandal,Business and industry,Entreprises et industrie,"Broadcasting industry, Communications industry, Cultural industry, Economics and Industry, Film industry, Industry, Information and Communications, Media, Multimedia, Science and Technology, Service industry","Industrie, Industrie cinématographique, Industrie culturelle, Industrie de la radiodiffusion, Industrie des communications, Industrie des services, Information et communication, Multimédia, Média, Sciences et technologie, Économie et industrie"
2024-07-03 13:00:33,The Government of Canada invests more than $33 million for the construction and retrofit of three community centres in Montreal,https://www.canada.ca/en/housing-infrastructure-communities/news/2024/07/the-government-of-canada-invests-more-than-33-million-for-the-construction-and-retrofit-of-three-community-centres-in-montreal.html,Le gouvernement du Canada investit plus de 33 millions $ pour la construction et la rénovation de trois centres communautaires à Montréal,https://www.canada.ca/fr/logement-infrastructures-collectivites/nouvelles/2024/07/le-gouvernement-du-canada-investit-plus-de-33-millions--pour-la-construction-et-la-renovation-de-trois-centres-communautaires-a-montreal.html,"Residents of Montreal's Parc-Extension and Saint-Michel districts will have access to three new modern, accessible and environmentally-friendly community centres thanks to an investment of over $33.7 million from the federal government.","Les résidents des quartiers Parc-Extension et Saint-Michel à Montréal auront accès à trois nouveaux centres communautaires modernes, accessibles et respectueux de l’environnement grâce à un investissement de plus de 33,7 millions $ du gouvernement fédéral. ","Environment and natural resources, Weather, climate and hazards","Environnement et ressources naturelles, Météo, climat et catastrophes naturelles","general public, government, media","gouvernement, grand public, médias",news releases,communiqués de presse,"Housing, Infrastructure and Communities Canada","Logement, Infrastructures et Collectivités du Canada","Canada, Montréal, Quebec","Canada, Montréal, Québec",Hon. Sean Fraser,L'hon. Sean Fraser,"Infrastructure, Transport and infrastructure","Infrastructures, Transport et infrastructure",Transport,Transport
2024-07-03 13:00:23,Joint Statement on the Canada Community-Building Fund,https://www.canada.ca/en/housing-infrastructure-communities/news/2024/07/joint-statement-on-the-canada-community-building-fund.html,Déclaration conjointe concernant le Fonds pour le développement des collectivités du Canada,https://www.canada.ca/fr/logement-infrastructures-collectivites/nouvelles/2024/07/declaration-conjointe-concernant-le-fonds-pour-le-developpement-des-collectivites-du-canada.html,"Today, Sean Fraser, Canada’s Minister of Housing, Infrastructure and Communities, Anne Kang, British Columbia’s Minister of Municipal Affairs, and Trish Mandewo, President of the Union of BC Municipalities (UBCM), released a joint statement.","Aujourd’hui, Sean Fraser, ministre du Logement, des Infrastructures et des Collectivités du Canada, Anne Kang, ministre des Affaires municipales de la Colombie Britannique, et Trish Mandewo, présidente de l’Union des municipalités de la C.-B. (UMCB), ont publié une déclaration conjointe.",,,"general public, government, media","gouvernement, grand public, médias",statements,déclarations,"Housing, Infrastructure and Communities Canada","Logement, Infrastructures et Collectivités du Canada","British Columbia, Canada","Canada, Colombie-Britannique",Hon. Sean Fraser,L'hon. Sean Fraser,"Infrastructure, Transport and infrastructure","Infrastructures, Transport et infrastructure",Transport,Transport
2024-07-03 13:00:06,Minister Ferrada to deliver remarks at the 2024 Diversity Conference,https://www.canada.ca/en/innovation-science-economic-development/news/2024/07/minister-ferrada-to-deliver-remarks-at-the-2024-diversity-conference.html,La ministre Ferrada prendra la parole lors de l’édition 2024 de la Conférence mondiale sur la diversité,https://www.canada.ca/fr/innovation-sciences-developpement-economique/nouvelles/2024/07/la-ministre-ferrada-prendra-la-parole-lors-de-ledition-2024-de-la-conference-mondiale-sur-la-diversite.html,"The Honourable Soraya Martinez Ferrada, Minister of Tourism and Minister responsible for the Economic Development Agency of Canada for the Regions of Quebec, will be in Calgary to deliver remarks at the World Diversity in Leadership Conference and participate in various activities in the region, including the Calgary Stampede.","La ministre du Tourisme et ministre responsable de l’Agence de développement économique du Canada pour les régions du Québec, l’honorable Soraya Martinez Ferrada, se rendra à Calgary où elle prononcera une allocution lors de la Conférence mondiale sur la diversité dans le leadership et participera à diverses activités dans la région, notamment au Stampede de Calgary. ",,,general public,grand public,media advisories,avis aux médias,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",Canada,Canada,Hon. Soraya Martinez Ferrada,L'hon. Soraya Martinez Ferrada,Business and industry,Entreprises et industrie,"Businesses, Economics and Industry","Entreprise, Économie et industrie"
2024-07-03 12:30:32,The Government of Canada launches selection process for the Chair of the Canada Infrastructure Bank,https://www.canada.ca/en/housing-infrastructure-communities/news/2024/07/the-government-of-canada-launches-selection-process-for-the-chair-of-the-canada-infrastructure-bank.html,Le gouvernement du Canada lance un processus de sélection au poste de président ou présidente de la Banque de l’infrastructure du Canada,https://www.canada.ca/fr/logement-infrastructures-collectivites/nouvelles/2024/07/le-gouvernement-du-canada-lance-un-processus-de-selection-au-poste-de-president-ou-presidente-de-la-banque-de-linfrastructure-du-canada.html,"Today, the Honourable Sean Fraser, Minister of Housing, Infrastructure and Communities, announced that a selection process is underway for the  position of Chair of the Canada Infrastructure Bank (CIB).  ","L’honorable Sean Fraser, ministre du Logement, de l’Infrastructure et des Collectivités, a annoncé aujourd’hui qu’un processus de sélection est en cours pour pourvoir le poste de président ou présidente de la Banque de l’infrastructure du Canada (BIC).  ",,,"general public, government, media","gouvernement, grand public, médias",news releases,communiqués de presse,"Housing, Infrastructure and Communities Canada","Logement, Infrastructures et Collectivités du Canada","Canada, Ontario, Ottawa","Canada, Ontario, Ottawa",Hon. Sean Fraser,L'hon. Sean Fraser,"Infrastructure, Transport and infrastructure","Infrastructures, Transport et infrastructure",Transport,Transport
2024-07-03 11:30:00,The Government of Canada supports the Woodland Cultural Centre in Brantford,https://www.canada.ca/en/canadian-heritage/news/2024/07/the-government-of-canada-supports-the-woodland-cultural-centre-in-brantford.html,Le gouvernement du Canada soutient le Centre culturel Woodland de Brantford,https://www.canada.ca/fr/patrimoine-canadien/nouvelles/2024/07/le-gouvernement-du-canada-soutient-le-centre-culturel-woodland-de-brantford.html,Member of Parliament Lisa Hepfner announces funding for the Woodland Cultural Centre in Brantford,La députée Lisa Hepfner annonce un financement pour le Centre culturel Woodland à Brantford,,,general public,grand public,news releases,communiqués de presse,Canadian Heritage,Patrimoine canadien,Canada,Canada,Hon. Pascale St-Onge,L'hon. Pascale St-Onge,"Funding, Health, Health system and services","Financement, Santé, Système et services de santé","Economics and Industry, Funding","Financement, Économie et industrie"
2024-07-03 11:27:19,Update on LaSalle Causeway,https://www.canada.ca/en/public-services-procurement/news/2024/07/update-on-lasalle-causeway.html,Mise à jour sur le pont-jetée LaSalle,https://www.canada.ca/fr/services-publics-approvisionnement/nouvelles/2024/07/mise-a-jour-sur-le-pont-jetee-lasalle.html,Public Services and Procurement Canada would like to provide an update on the LaSalle Causeway closure.,Services publics et Approvisionnement Canada souhaite faire le point sur la fermeture du pont-jetée LaSalle.,,,general public,grand public,media advisories,avis aux médias,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,"Canada, Ontario","Canada, Ontario",,,"Infrastructure, Transport and infrastructure","Infrastructures, Transport et infrastructure","Bridges, Transport","Pont, Transport"
2024-07-03 11:21:44,The Honourable Jean-Yves Duclos to announce investments to strengthen support for Canada’s athletes,https://www.canada.ca/en/public-services-procurement/news/2024/07/the-honourable-jean-yves-duclos-to-announce-investments-to-strengthen-support-for-canadas-athletes.html,L’honorable Jean-Yves Duclos annoncera des investissements visant à renforcer le soutien aux athlètes canadiens,https://www.canada.ca/fr/services-publics-approvisionnement/nouvelles/2024/07/lhonorable-jean-yves-duclos-annoncera-des-investissements-visant-a-renforcer-le-soutien-aux-athletes-canadiens.html,"The Honourable Jean-Yves Duclos, Minister of Public Services and Procurement, and Denis Servais, President of the Corporation de gestion du Centre de glaces Intact Assurance and of the 2027 Host Society of the Canada Winter Games in Quebec, will announce Budget 2024 investments to strengthen support for athletes and increase participation in sport. ","Le 3 juillet 2024, Québec (Québec) – L’honorable Jean-Yves Duclos, ministre des Services publics et de l’Approvisionnement, ainsi que Denis Servais, président de la Corporation de gestion du Centre de glaces Intact Assurance et de la Société hôtesse des Jeux du Canada hivernaux 2027 à Québec, vont annoncer des investissements du budget de 2024 visant à renforcer le soutien aux athlètes et à accroître la participation au sport.",,,"general public, media","grand public, médias",media advisories,avis aux médias,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,"Canada, Quebec","Canada, Québec",,,"Culture, history and sport, Sport","Culture, histoire et sport, Sport","Economics and Industry, Education and Training, Funding","Financement, Économie et industrie, Éducation et formation"
2024-07-03 11:02:07,Training Camp for Team Canada Invictus Games Vancouver Whistler 2025 at CFB Kingston,https://www.canada.ca/en/department-national-defence/news/2024/07/training-camp-for-team-canada-invictus-games-vancouver-whistler-2025-at-cfb-kingston.html,Camp d’entraînement d’Équipe Canada en prévision des Jeux Invictus à Vancouver Whistler 2025 à la BFC Kingston,https://www.canada.ca/fr/ministere-defense-nationale/nouvelles/2024/07/camp-dentrainement-dequipe-canada-en-prevision-des-jeux-invictus-a-vancouver-whistler-2025-a-la-bfc-kingston.html,"Media are invited to the official announcement of Team Canada competing at the next Invictus Games being held in Vancouver and Whistler, B.C., in February 2025. The announcement will take place at Canadian Forces Base (CFB) Kingston on Wednesday, July 10, 2024.","Les médias sont invités à l’annonce officielle des membres d’Équipe Canada qui participeront aux prochains Jeux Invictus qui auront lieu à Vancouver Whistler en février 2025. Cette annonce aura lieu à la Base des Forces canadiennes (BFC) Kingston le mercredi, 10 juillet 2024.",,,general public,grand public,media advisories,avis aux médias,National Defence,Défense nationale,Canada,Canada,,,National security and defence,Sécurité nationale et défense,Military,Histoire et science militaire
2024-07-03 10:01:33,Government of Canada to announce supports for the semiconductor industry,https://www.canada.ca/en/innovation-science-economic-development/news/2024/07/government-of-canada-to-announce-supports-for-the-semiconductor-industry.html,Le gouvernement du Canada annoncera du financement au secteur des semi-conducteurs,https://www.canada.ca/fr/innovation-sciences-developpement-economique/nouvelles/2024/07/le-gouvernement-du-canada-annoncera-du-financement-au-secteur-des-semi-conducteurs.html,"The Honourable François-Philippe Champagne, Minister of Innovation, Science and Industry, will participate in an announcement about support for the manufacturing and commercialization of semiconductors. By focusing on support for this industry, we’re ensuring Canada benefits from the continued growth of the global semiconductor market.","Le ministre de l’Innovation, des Sciences et de l’Industrie, l’honorable François-Philippe Champagne, participera à une annonce à l’appui de la fabrication et de la commercialisation de semi-conducteurs. En accentuant notre soutien à cette industrie, nous veillons à ce que le Canada profite de la croissance continue du marché mondial des semi-conducteurs.",,,general public,grand public,media advisories,avis aux médias,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",Canada,Canada,Hon. François-Philippe Champagne,L'hon. François-Philippe Champagne,Business and industry,Entreprises et industrie,"Businesses, Economics and Industry","Entreprise, Économie et industrie"
2024-07-03 10:01:17,Minister St-Onge to highlight investments to strengthen support for Canada’s athletes,https://www.canada.ca/en/canadian-heritage/news/2024/07/minister-st-onge-to-highlight-investments-to-strengthen-support-for-canadas-athletes.html,La ministre St-Onge mettra en lumière des investissements visant à renforcer le soutien aux athlètes canadiens,https://www.canada.ca/fr/patrimoine-canadien/nouvelles/2024/07/la-ministre-st-onge-mettra-en-lumiere-des-investissements-visant-a-renforcer-le-soutien-aux-athletes-canadiens.html,Investments will go to supporting athletes and increasing participation in sport,Des fonds seront investis pour soutenir les athlètes et accroître la participation au sport,,,general public,grand public,media advisories,avis aux médias,Canadian Heritage,Patrimoine canadien,Canada,Canada,Hon. Pascale St-Onge,L'hon. Pascale St-Onge,"Culture, history and sport","Culture, histoire et sport","Assets, Economics and Industry, Investments","Actif, Investissement, Économie et industrie"
2024-07-03 09:57:53,Biographical notes,https://www.canada.ca/en/global-affairs/news/2024/07/biographical-notes.html,Notices biographiques,https://www.canada.ca/fr/affaires-mondiales/nouvelles/2024/07/notices-biographiques.html,"Michelle Cameron (BSc [Advanced Major Biology], Dalhousie University, 1992; BSc [Health Promotion], Dalhousie University, 1995) was a teacher and entrepreneur before joining the Department of Foreign Affairs and International Trade in 2002. ","Michelle Cameron (B. Sc. [spécialisation avancée en biologie], Université Dalhousie, 1992; B. Sc. [promotion de la santé], Université Dalhousie, 1995) a été enseignante et entrepreneure avant de se joindre au ministère des Affaires étrangères et du Commerce international en 2002. ",,,general public,grand public,backgrounders,documents d'information,Global Affairs Canada,Affaires mondiales Canada,"Burkina Faso, China, Guyana, Senegal, Serbia","Burkina Faso, Chine, Guyana, Serbie, Sénégal",Hon. Mélanie Joly,L'hon. Mélanie Joly,Canada and the world,Canada et le monde,"Foreign affairs, Government and Politics","Affaires étrangères, Gouvernement et vie politique"
2024-07-03 09:57:45,Announcement of new diplomatic appointments,https://www.canada.ca/en/global-affairs/news/2024/07/announcement-of-new-diplomatic-appointments.html,Annonce de nouvelles nominations diplomatiques,https://www.canada.ca/fr/affaires-mondiales/nouvelles/2024/07/annonce-de-nouvelles-nominations-diplomatiques.html,"The Honourable Mélanie Joly, Minister of Foreign Affairs, today announced the following diplomatic appointments:","La ministre des Affaires étrangères, l’honorable Mélanie Joly, a annoncé aujourd’hui les nominations diplomatiques suivantes :",,,general public,grand public,news releases,communiqués de presse,Global Affairs Canada,Affaires mondiales Canada,"Burkina Faso, China, Colombia, Guyana, Senegal, Serbia","Burkina Faso, Chine, Colombie, Guyana, Serbie, Sénégal",Hon. Mélanie Joly,L'hon. Mélanie Joly,Canada and the world,Canada et le monde,"Foreign affairs, Government and Politics","Affaires étrangères, Gouvernement et vie politique"
2024-07-03 09:56:43,"Backgrounder: Six Businesses in Halton, Hamilton and surrounding areas to scale up",https://www.canada.ca/en/economic-development-southern-ontario/news/2024/07/backgrounder-six-businesses-in-halton-hamilton-and-surrounding-areas-to-scale-up.html,"Document d’information : Six entreprises de Halton, Hamilton et des régions voisines intensifieront leurs activités",https://www.canada.ca/fr/developpement-economique-sud-ontario/nouvelles/2024/07/document-dinformation--six-entreprises-de-halton-hamilton-et-des-regions-voisines-intensifieront-leurs-activites.html,"Today, on behalf of the Honourable Filomena Tassi, Minister responsible for the Federal Economic Development Agency for Southern Ontario (FedDev Ontario), the Honourable Karina Gould, Leader of the Government in the House of Commons and Member of Parliament for Burlington, highlighted an investment of over $8.5 million for six businesses to support the artificial intelligence (AI), electric vehicle (EV), manufacturing, aerospace and life science sectors.  ","Aujourd’hui, au nom de l’honorable Filomena Tassi, ministre responsable de l’Agence fédérale de développement économique pour le Sud de l’Ontario (FedDev Ontario), l'honorable Karina Gould, leader du gouvernement à la Chambre des communes et députée de Burlington, a souligné un investissement de plus de 8,5 millions de dollars dans six entreprises pour soutenir les secteurs de l'intelligence artificielle (IA), des véhicules électriques (VE), de la fabrication, de l'aérospatiale et des sciences de la vie. ",,,general public,grand public,backgrounders,documents d'information,Federal Economic Development Agency for Southern Ontario,Agence fédérale de développement économique pour le Sud de l’Ontario,Canada,Canada,Hon. Filomena Tassi,L'hon. Filomena Tassi,Business and industry,Entreprises et industrie,"Businesses, Economics and Industry","Entreprise, Économie et industrie"
