"owner","package_id","dataset_name","resource_id","resource_name"
"pc","2f2aac73-a8d6-4b21-a9a1-dc321cc1098c"," Intertidal Community Similarity - Terra Nova","a4ff469a-671b-4471-aeab-a9eaf636484f"," Intertidal Community Similarity - Terra Nova"
"pc","2f2aac73-a8d6-4b21-a9a1-dc321cc1098c"," Intertidal Community Similarity - Terra Nova","9e4107d5-e149-4d0e-84ff-f53d3425fb9e"," Intertidal Community Similarity-2"
"pc","2f2aac73-a8d6-4b21-a9a1-dc321cc1098c"," Intertidal Community Similarity - Terra Nova","f7250c35-2acb-42d2-84f1-39ee5ca3b230"," Intertidal Community Similarity - Terra Nova - Data Dictionary"
"pc","2f476985-5d0e-48d6-9fe8-b64c05702534","Water Quality Simplified - Aulavik","b5f133a6-5840-4fa9-bf74-5aab9d234c35","Aulavik - Water Quality -Simplified  - Nutrients, Physicals and Major Ions - 2015-2016 - data - 1"
"pc","2f476985-5d0e-48d6-9fe8-b64c05702534","Water Quality Simplified - Aulavik","b74d3224-a639-4087-8ca6-42a699b95a35","Aulavik - Water Quality -Simplified  - Metals- 2015-2016 - data - 2"
"pc","2f476985-5d0e-48d6-9fe8-b64c05702534","Water Quality Simplified - Aulavik","401b4030-2ced-4d19-91ae-698e1e16291a","Aulavik - Water Quality -Simplified  2015-2016 - data dictionary"
"pc","2f4e52ca-5e93-49d9-af2d-359eb256019c","Peregrine Falcon - Pukaskwa","97dc38de-148f-4c9b-b2d8-1ba0c8437791","Peregrine Falcon - Pukaskwa - Survey Data"
"pc","2f4e52ca-5e93-49d9-af2d-359eb256019c","Peregrine Falcon - Pukaskwa","6f13bc50-befd-4f12-9812-71318c672991","Peregrine Falcon - Pukaskwa - Data Dictionary"
"pc","2f5d1704-7ada-4a2f-aa0f-35d8e941ff51","Caribou scat - Jasper","5e9a0122-811c-4df5-826e-b47a60d5f311","Caribou scat - Jasper"
"pc","2f6c9d7a-7b11-42cd-838c-056c077c4c79","Wetland Invasive Alien Plants - Thousand Islands","9caf8057-3eed-459d-8a49-3604726442fc","Wetland Invasive Alien Plants - Quadrat Method - Data 1"
"pc","2f6c9d7a-7b11-42cd-838c-056c077c4c79","Wetland Invasive Alien Plants - Thousand Islands","845232ec-521f-4f43-8263-fea5a94b3ed9","Wetland Invasive Alien Plants - Time Constrained - Data 2"
"pc","2f6e9a6a-0ddd-49a9-864b-0961d1342dfb","Olive-Sided Flycatcher - Kootenay","15415958-a3e5-48e4-b017-a92bacde02ce","Olive-Sided Flycatcher - Kootenay"
"pc","2f6e9a6a-0ddd-49a9-864b-0961d1342dfb","Olive-Sided Flycatcher - Kootenay","75a5f199-c12d-4e79-aa12-f65cf88266f3","Olive-Sided Flycatcher - Kootenay - data dictionary"
"pc","2f6efc92-e024-4b55-9aba-e293639d36d6","Streams and Rivers - Water Quality - Pukaskwa","20cd7932-3af0-4c5b-98be-30c38509ff56","Streams and Rivers - Water Quality - Pukaskwa"
"cfia-acia","2fae744b-cb46-4bd4-8ea3-d4e061f2d17a","Food Microbiology - Targeted Surveys - Final Report - Bacterial Pathogens in Flavoured Butter - April 1, 2018 to March 31, 2019","ba45c3ae-b077-4978-90b9-395f8c44837c","Food Microbiology - Targeted Surveys - Final Report - Bacterial Pathogens in Flavoured Butter - April 1, 2018 to March 31, 2019"
"pc","2fc897bd-34e4-4102-afa7-f0a6778a746c","Salmon Thermal Stress - Kouchibouguac","3708ce51-4243-41fa-b146-0a8ae88bff95","Salmon Thermal Stress - Kouchibouguac - Data"
"pc","2fc897bd-34e4-4102-afa7-f0a6778a746c","Salmon Thermal Stress - Kouchibouguac","92682152-8313-4b0a-91f3-02e335dd671f","Salmon Thermal Stress - Kouchibouguac - Data dictionary"
"psc-cfp","2fe6b7f1-fbfe-4aaf-808f-b977d40d44db","Public Service Hiring and Staffing Activities under the Public Service Employment Act","3c37d066-9c05-404c-bd80-7413e423828a","Hiring activities under the Public Service Employment Act, by tenure and fiscal year"
"psc-cfp","2fe6b7f1-fbfe-4aaf-808f-b977d40d44db","Public Service Hiring and Staffing Activities under the Public Service Employment Act","76a47801-dbda-422c-bc4b-0a0304b05bb9","Hiring activities and population under the Public Service Employment Act, by geographic area"
"psc-cfp","2fe6b7f1-fbfe-4aaf-808f-b977d40d44db","Public Service Hiring and Staffing Activities under the Public Service Employment Act","952ee162-1ef9-4c28-9bfd-20e8b02e7f4b","Indeterminate staffing activities to the public service under the Public Service Employment Act, contributing to movement of indeterminate employees, by fiscal year "
"psc-cfp","2fe6b7f1-fbfe-4aaf-808f-b977d40d44db","Public Service Hiring and Staffing Activities under the Public Service Employment Act","31f1217b-506e-4746-a38c-5385a0bf40e9","Appointments under the Public Service Employment Act of new indeterminate employees, by fiscal year"
"psc-cfp","2fe6b7f1-fbfe-4aaf-808f-b977d40d44db","Public Service Hiring and Staffing Activities under the Public Service Employment Act","f7324346-53c4-4205-910a-0b70521c7ee2","Internal staffing activities of indeterminate employees under the Public Service Employment Act, by type and fiscal year"
"psc-cfp","2fe6b7f1-fbfe-4aaf-808f-b977d40d44db","Public Service Hiring and Staffing Activities under the Public Service Employment Act","f560a4ad-edc9-4bc8-a0ed-2e174bb88d23","Staffing activities of new indeterminate executive employees under the Public Service Employment Act, by source and fiscal year"
"psc-cfp","2fe6b7f1-fbfe-4aaf-808f-b977d40d44db","Public Service Hiring and Staffing Activities under the Public Service Employment Act","70c0042e-37d0-49ca-aafc-b21cab7c5555","Estimates of percentage of appointments under the Public Service Employment Act to and within the public service, by appointment type, process and fiscal year"
"psc-cfp","2fe6b7f1-fbfe-4aaf-808f-b977d40d44db","Public Service Hiring and Staffing Activities under the Public Service Employment Act","bc3fc632-00dc-47b9-b1a8-2da8d7e776eb","Post-Secondary Recruitment program highlights, by fiscal year"
"psc-cfp","2fe6b7f1-fbfe-4aaf-808f-b977d40d44db","Public Service Hiring and Staffing Activities under the Public Service Employment Act","028566a5-b0d7-4d70-9d9b-bb9fe8ea28a3","Staffing activities by type and geographic area"
"psc-cfp","2fe6b7f1-fbfe-4aaf-808f-b977d40d44db","Public Service Hiring and Staffing Activities under the Public Service Employment Act","34ea0731-9705-4d54-850a-005291dbf063","Indeterminate and term appointments to the public service under the Public Service Employment Act, by first official language group and fiscal year within and outside the National Capital Region"
"psc-cfp","2fe6b7f1-fbfe-4aaf-808f-b977d40d44db","Public Service Hiring and Staffing Activities under the Public Service Employment Act","f3a2ad68-e852-4b26-b7fa-a163561cb34a","Overall hiring and staffing activities to and within the public service, by tenure, previous employment status and geographic area"
"psc-cfp","2fe6b7f1-fbfe-4aaf-808f-b977d40d44db","Public Service Hiring and Staffing Activities under the Public Service Employment Act","ded1b8b4-df88-4149-87f0-b28c9006e29f","Staffing activities by type, occupational group and geographic area"
"psc-cfp","2fe6b7f1-fbfe-4aaf-808f-b977d40d44db","Public Service Hiring and Staffing Activities under the Public Service Employment Act","f252ee8f-77bd-4c6f-9427-bfba04834e43","Staffing activities by type, first official language group and geographic area"
"psc-cfp","2fe6b7f1-fbfe-4aaf-808f-b977d40d44db","Public Service Hiring and Staffing Activities under the Public Service Employment Act","4ae8e18c-3bfe-4386-ac13-c270a1067513","Student hiring to the public service, by program and geographic area"
"psc-cfp","2fe6b7f1-fbfe-4aaf-808f-b977d40d44db","Public Service Hiring and Staffing Activities under the Public Service Employment Act","ed783874-8549-42e6-9d4e-ac223c16617e","Staffing activities by type, organization and geographic area"
"psc-cfp","2fe6b7f1-fbfe-4aaf-808f-b977d40d44db","Public Service Hiring and Staffing Activities under the Public Service Employment Act","75d9db1f-86f5-4d72-bf1b-85f500c6d7ac","Overall hiring and staffing activities to and within the public service, by type, tenure and geographic area"
"psc-cfp","2fe6b7f1-fbfe-4aaf-808f-b977d40d44db","Public Service Hiring and Staffing Activities under the Public Service Employment Act","14f5dcaa-9223-4981-9245-09773e14ae91","Appointments to the public service, Post-secondary Recruitment Program, by geographic area"
"psc-cfp","2fe6b7f1-fbfe-4aaf-808f-b977d40d44db","Public Service Hiring and Staffing Activities under the Public Service Employment Act","adfef7af-54da-4b2a-880e-0cbe2266e6c1","Hiring and staffing activities, Recruitment of Policy Leaders"
"pc","307fce02-71cf-4902-b485-57a70cfafe2b","Lake Trout Catch Per Unit Effort - Kluane","af1e5730-34bd-4314-831c-1d940d99e1a7","Lake Trout Catch Per Unit Effort - Kluane-1"
"pc","307fce02-71cf-4902-b485-57a70cfafe2b","Lake Trout Catch Per Unit Effort - Kluane","8cdf4227-afec-4369-babe-05a1f59da7f7","Lake Trout Catch Per Unit Effort - Kluane-2"
"pc","307fce02-71cf-4902-b485-57a70cfafe2b","Lake Trout Catch Per Unit Effort - Kluane","71fa0101-91fe-42de-88a1-affc7602854a","Lake Trout Catch Per Unit Effort - Kluane-3"
"hc-sc","31599960-2c1e-4d90-a9d9-979ad0e1abb4","Usual Intakes from Food for Energy, Nutrients and Other Dietary Components ","ce446c74-0c3c-4f52-ba35-48f19d438d58","Updated Usual Intakes from Food for Energy, Nutrients and Other Dietary Components  "
"hc-sc","31599960-2c1e-4d90-a9d9-979ad0e1abb4","Usual Intakes from Food for Energy, Nutrients and Other Dietary Components ","44d4a46f-4386-4036-8e20-7d4b3bd6e4de","Updated Usual Intakes from Food for Energy, Nutrients and Other Dietary Components  "
"pc","323a3c89-0e9e-4c84-ae57-80f967182895","Water Quality - Kootenay","cfdb5968-d056-4b9d-8488-c4f3ebb0f07e","Water Quality - Kootenay"
"pc","323a3c89-0e9e-4c84-ae57-80f967182895","Water Quality - Kootenay","c629c497-5b13-4e95-89bd-90e6bddb7792","Water Quality - Kootenay - data dictionary"
"aafc-aac","324d3262-f25e-4869-b116-95fb478fadaa","Weekly FOB Market prices","f4506dda-3a3a-4c9d-97e6-db6708f92488","Weekly FOB Market Prices"
"tbs-sct","3282ea92-c145-4e3e-abb4-a5d1a46849fd","Levels of security screening","2c9e8dc9-6ebd-465e-830e-715e27b286c9","dataset"
"cfia-acia","32e3e6d3-e4f4-4560-82bf-431198486a3c","Shiga Toxin Producing Escherichia coli in Raw Ground Pork in Canada, 2014-2016","cffa56b2-92a9-4b62-95ad-f8268d149855","Shiga Toxin Producing Escherichia coli in Raw Ground Pork in Canada, 2014-2016"
"ssc-spc","3335c550-9b1d-40ac-8877-e7cfb9198925","Percentage of Time the New Consolidated Data Centre Facilities are Available","be6dece3-b579-4b96-82e6-abb07b13ab63","Percentage of time the new consolidated data centre facilities are available"
"ssc-spc","3335c550-9b1d-40ac-8877-e7cfb9198925","Percentage of Time the New Consolidated Data Centre Facilities are Available","063d147b-316d-43c2-ae7e-e5fb53d4a966","Percentage of time the new consolidated data centre facilities are available"
"pc","33a7762c-64a6-4705-83b9-2c5eae1873f1","Disturbed Land Revegetation - Waterton Lakes - Conservation and Restoration Project (Fescue)","daed99d6-6dba-4f51-8c80-621fd7ccb023","Disturbed Land Revegetation - Waterton Lakes - percent cover and density data 1"
"pc","33a7762c-64a6-4705-83b9-2c5eae1873f1","Disturbed Land Revegetation - Waterton Lakes - Conservation and Restoration Project (Fescue)","0ef094ae-b57a-4238-a7e3-a684f71d3c9d","Disturbed Land Revegetation - Waterton Lakes - percent cover and density data dictionary 2"
"pc","33b6077e-46b3-4aa4-befb-2426347efca4","Interior Forest Productivity - Pukaskwa","f5c8b1be-6348-4d58-aec2-828e5e08167a","Interior Forest Productivity - Pukaskwa"
"pc","34347f5c-3a07-49ed-aadf-f1c65f8c6685","Tundra Flowering Phenology Mingan","2e21694e-c262-4795-8cb8-3fc6f4f3213a","Flowering date of plants- Mingan-Data"
"pc","34347f5c-3a07-49ed-aadf-f1c65f8c6685","Tundra Flowering Phenology Mingan","0c3cc908-fbff-497c-93f7-fc44c2b822fb","Tundra_Flowering_Phenology_Mingan_Data Dictionary"
"pc","3437d2de-77f0-45f8-911e-a1067e726aed","Forest Birds - Barred Owl - Cape Breton Highlands","3cb92f34-6846-45e3-8a37-b4a54eb4af16","Forest Birds (Barred Owl) - Cape Breton Highlands - Data"
"pc","3437d2de-77f0-45f8-911e-a1067e726aed","Forest Birds - Barred Owl - Cape Breton Highlands","93b7c828-2e61-4866-935b-0deb0440ae5b","Forest Birds (Barred Owl) - Cape Breton Highlands - Site Data"
"pc","3437d2de-77f0-45f8-911e-a1067e726aed","Forest Birds - Barred Owl - Cape Breton Highlands","dbafdb2f-0aab-4b9c-92c2-d1a6fc270cb7","Forest Birds (Barred Owl) Cape Breton Highlands - Data Dictionary"
"pc","345546e4-24ed-4b03-bff9-ad02548ae865","Lake Water Quality - Kejimkujik","abcb120b-c5dd-43c6-99d5-801175d7d9d8","Lake Water Quality - Kejimkujik - Summary Data - 1"
"pc","345546e4-24ed-4b03-bff9-ad02548ae865","Lake Water Quality - Kejimkujik","ee28d7fa-8baa-4b60-9b9c-975b0a8d5f15","Lake Water Quality - Kejimkujik - Data Dictionary"
"ssc-spc","34884260-2021-4d39-84e3-16468a278611","Percentage of Software Requests Fulfilled Within Established Service Level Standards","435c5119-32e8-4542-8d4c-d63d27b41695","Percentage of software requests fulfilled within established service level standards"
"ssc-spc","34884260-2021-4d39-84e3-16468a278611","Percentage of Software Requests Fulfilled Within Established Service Level Standards","bd742248-114d-40f0-90bc-379e22c88d13","Percentage of software requests fulfilled within established service level standards"
"isc-sac","34b3aa67-dd04-455b-996f-9d9b5032ed39","Results of the mandatory minimum 5% Indigenous procurement target for fiscal year 2022-2023","e2359e4c-ac72-4935-8fe1-70285c14c0ea","Results of the mandatory minimum 5% Indigenous procurement target for fiscal year 2022-2023"
"pc","34bd1246-e25c-4473-8598-bec160911c64","Marsh Birds - Thousand Islands","47f03418-a0be-4353-aff7-bfcc756df4a1","Marsh Birds - Thousand Islands - Data"
"pc","3571474b-8d75-491d-816e-f84677b81a7c","Eastern Red-Backed Salamander - Bruce Peninsula","18cac61e-b5b9-45aa-a043-5f5c9d8923f3","Eastern Red-Backed Salamander - Bruce Peninsula"
"pc","3571474b-8d75-491d-816e-f84677b81a7c","Eastern Red-Backed Salamander - Bruce Peninsula","ad59d00d-b1d0-4e4f-ac45-f460542d95dd","Eastern Red-Backed Salamander - Bruce Peninsula - Data Dictonary"
"pc","35991c1c-20d4-4543-8165-c54b3a7d5990","Lake and Stream Trophic State Index - Riding Mountain","cdcfb4d3-d50b-473a-8684-6917cfae0ef4","Lake and Stream Trophic State Index - Riding Mountain"
"pc","35a22b06-36fa-4ddc-8e09-c560830b0851","Forest area burned - Elk Island","fc6633ba-9b55-4fe5-b381-64c073db8f80","Forest area burned - Elk Island"
"pc","35a22b06-36fa-4ddc-8e09-c560830b0851","Forest area burned - Elk Island","5430f8d5-8c8e-4f66-b4ae-2e0b151d647a","Forest area burned - Elk Island -  Data Dictionary"
"pc","35cec21a-1316-4c05-92d8-7cfeb2d6c130","Water Quality - Aulavik ","a4bf8230-848d-404e-8053-c365f34b365b","Aulavik -Water Quality - Total Metals - 2003-2016 - data - 1"
"pc","35cec21a-1316-4c05-92d8-7cfeb2d6c130","Water Quality - Aulavik ","e7466171-13cb-4f66-9138-56e204be4c6a","Aulavik -Water Quality - Dissolved Metals - 2003-2016 - data - 2"
"pc","35cec21a-1316-4c05-92d8-7cfeb2d6c130","Water Quality - Aulavik ","88bc9e16-6d53-40a7-9629-a1e8fdc688fb","Aulavik -Water Quality - Nutrients, Physicals and Major Ions - 2003-2016 - data - 3"
"pc","35cec21a-1316-4c05-92d8-7cfeb2d6c130","Water Quality - Aulavik ","3b3e4498-dbc6-4f16-9104-6c892ccfaaa3","Aulavik - Water Quality -  2003-2016 - data dictionary"
"pc","36228fda-d442-4364-9810-cd77c376a851","Beaver Abundance - Riding Mountain","ba0c2417-bf52-4ed1-8fb6-dafd528452b5","Beaver Abundance - Riding Mountain"
"phac-aspc","3632f9e8-22e3-41c6-843f-7ccfaa1128ef","Health of People in Canada Dashboard​","f506dcc1-d0e0-41b6-abd7-c69ec77fc648","Benchmark"
"phac-aspc","3632f9e8-22e3-41c6-843f-7ccfaa1128ef","Health of People in Canada Dashboard​","718782f3-b7ad-4494-a07f-03381a44a36f","Indicator"
"pc","36724e90-49cd-4ac2-9176-600fa4ec7ddc","Intertidal Bivalves - Pacific Rim","29748fba-6630-40cc-abcd-19abe35bb6c3","Intertidal Bivalves - Pacific Rim - Clams - Data"
"pc","36724e90-49cd-4ac2-9176-600fa4ec7ddc","Intertidal Bivalves - Pacific Rim","8573174a-99bf-4f25-acaa-59dc4482274c","Intertidal Bivalves - Pacific Rim - Oysters - Data"
"pc","36724e90-49cd-4ac2-9176-600fa4ec7ddc","Intertidal Bivalves - Pacific Rim","a358a144-c824-4687-99c0-fdb6faa6f16d","Intertidal Bivalves - Pacific Rim - Data Dictionary"
"pc","36d60e3c-49ee-4d50-8a95-e76469753fd1","Wetland Hydrology - Prince Edward Island","05dcf2e9-e2ee-42bc-924c-66aecc73d9d3","Wetland hydrology - Prince Edward Island"
"pc","36d60e3c-49ee-4d50-8a95-e76469753fd1","Wetland Hydrology - Prince Edward Island","2582f254-37f5-46b9-a77c-c1f329dd39e0","Wetland Hydrology- Prince Edward Island - Data Dictionary"
"esdc-edsc","36f33d8b-8527-48c5-adff-343639ec4b50","Canada Summer Jobs: Organizations that received funding and the number of jobs they created","b1d65186-1381-4600-a796-a2ef9a857872","All Province and Territories"
"pc","3732ac14-e30c-4128-b8f0-5b9281c6b719","Stream Fish Occupancy - Waterton Lakes - Freshwater","cd7769d5-82c6-46d4-9ed0-d79fe02913b9","Stream Fish Occupancy - Waterton Lakes - electrofishing data - 1"
"pc","3732ac14-e30c-4128-b8f0-5b9281c6b719","Stream Fish Occupancy - Waterton Lakes - Freshwater","28491425-405f-4c0f-a55a-ae4e162d24c5","Stream Fish Occupancy - Waterton Lakes - electrofishing data dictionary - 2"
"dnd-mdn","37998aa3-7da6-4c67-a5ad-7c1df09f10c9","National Defence Civilians Employee Regional Distribution","de0d878e-c234-41c8-a412-d7c6af0e2199","DND Civilians Employee Regional Distribution"
"pc","37f9a1c6-62c3-4edd-8917-93e204da287d","Chestnut-collared Longspur Abundance - Grasslands","4e29a8bc-c24e-4ccc-bc10-f91443387394","Chestnut-collared Longspur Abundance - Grasslands"
"pc","37f9a1c6-62c3-4edd-8917-93e204da287d","Chestnut-collared Longspur Abundance - Grasslands","56dbdce0-62b8-4e59-bef3-913e0bf47482","Chestnut-collared Longspur Abundance - Grasslands - Data Dictionary"
"cra-arc","38a2cce2-3639-43f9-ab59-8097b202e57e","2017 List of charities","31aa32e0-f698-4ffd-a01d-e7e4e7ce5b12","Charities Businesses Directors/Officers"
"cra-arc","38a2cce2-3639-43f9-ab59-8097b202e57e","2017 List of charities","b6f56870-2f94-479d-92cd-9e6dedfea1d6","Financial data"
"cra-arc","38a2cce2-3639-43f9-ab59-8097b202e57e","2017 List of charities","d1946bfc-c340-498d-9ac6-187a75ae3426","General information "
"cra-arc","38a2cce2-3639-43f9-ab59-8097b202e57e","2017 List of charities","abc0afd1-5338-4346-bc1b-0621792264f4","Identification"
"cra-arc","38a2cce2-3639-43f9-ab59-8097b202e57e","2017 List of charities","1f45b176-021c-4992-9d2b-30c20bf61b40","Charitable Programs"
"cra-arc","38a2cce2-3639-43f9-ab59-8097b202e57e","2017 List of charities","7e83ebf7-cc9d-4c70-bc3d-478205506433","Non-Qualified donees"
"cra-arc","38a2cce2-3639-43f9-ab59-8097b202e57e","2017 List of charities","c8e40b8e-9386-4cf5-8dda-9cd8f225cdea","Qualified donees"
"cra-arc","38a2cce2-3639-43f9-ab59-8097b202e57e","2017 List of charities","17b8e902-c695-47ab-bbaf-dc45eb6eff8e","Private/Public Foundations"
"cra-arc","38a2cce2-3639-43f9-ab59-8097b202e57e","2017 List of charities","eb71fab0-f01b-4417-8f0e-262c2669b9df","Activities outside Canada – Countries where program was carried"
"cra-arc","38a2cce2-3639-43f9-ab59-8097b202e57e","2017 List of charities","1b5f114b-22d0-48fc-847b-723418ef72bf","Activities outside Canada – Details on financial"
"cra-arc","38a2cce2-3639-43f9-ab59-8097b202e57e","2017 List of charities","0859745c-3e7d-4e76-a866-235533b4b55a","Activities outside Canada - Exported goods"
"cra-arc","38a2cce2-3639-43f9-ab59-8097b202e57e","2017 List of charities","f8452826-0df4-409d-acfb-8fbe572af332","Activities outside Canada - Financial resources used"
"cra-arc","38a2cce2-3639-43f9-ab59-8097b202e57e","2017 List of charities","c8ea8b95-fdad-4e8f-a595-73bc4bb1ee32","Compensation"
"cra-arc","38a2cce2-3639-43f9-ab59-8097b202e57e","2017 List of charities","2707c05a-689c-4c9d-84d1-c56128f0d5a5","Non-cash gifts (gifts in kind) received"
"cra-arc","38a2cce2-3639-43f9-ab59-8097b202e57e","2017 List of charities","b79fc8f8-e594-4823-a051-5fa3d60d85f8","Political Activities / Public Policy and Development Activities – Description"
"cra-arc","38a2cce2-3639-43f9-ab59-8097b202e57e","2017 List of charities","09804f27-7abe-48a2-88dd-2cc242f2925f","Political Activities – Funding"
"cra-arc","38a2cce2-3639-43f9-ab59-8097b202e57e","2017 List of charities","31e523be-aa0a-4c52-a3a9-04acdbb01d38","Political Activities – Resources"
"cra-arc","38a2cce2-3639-43f9-ab59-8097b202e57e","2017 List of charities","a5953df2-9dfb-4bd0-80cc-4b91ba4400ac","Disbursement Quota"
"cra-arc","38a2cce2-3639-43f9-ab59-8097b202e57e","2017 List of charities","d1a1e399-d42c-4dc8-a521-6bfb554c7bbc","Charity Contact Web Addresses"
"pc","38d3bcaf-68a7-459f-ac4c-da7adef66779","Frog and Toad Monitoring - Thousand Islands","bc09c60e-4d87-4e16-9f32-1e628573de2f","Frog and Toad Monitoring - Thousand Islands - Data"
"pc","38d3bcaf-68a7-459f-ac4c-da7adef66779","Frog and Toad Monitoring - Thousand Islands","b5cf6157-89e4-4593-8387-9877b7cad9c4","Frog and Toad Monitoring - Thousand Islands - Data Dictionary"
"esdc-edsc","390ee890-59bb-4f34-a37c-9732781ef8a0","Historical minimum wage rates in Canada","2ddfbfd4-8347-467d-b6d5-797c5421f4fb","Historical Minimum Wage Rates in Canada"
"pc","39492503-657a-482f-95b3-ef47dab0da77","Forest_stands - Forillon","4579f976-9403-42e2-8459-6163534bd743","Forest_stands - Forillon - Data, decomposition - 2 "
"pc","3953fc63-40f7-4dce-bb56-dd60f1ca6544","Erosion and Deposition - Point Pelee","bcafed8b-5f6e-4bad-96a9-d69aa5b7d66f","Erosion and Deposition - Point Pelee - Monitoring Data"
"tbs-sct","39954bc7-ff7a-4180-8b6e-b02bee35078a","Experimentation Inventory","07151ad9-52e2-4f99-b4fd-7cd208816a64","Experimental Inventory"
"dnd-mdn","3a0b1de7-060c-4e40-afbf-d2bf476a1fb1","Percentage of Canadian Armed Forces families who feel they meet the challenges of military life","3c74d41c-d639-4b52-bce4-b50646b93409","% of CAF families who feel they meet the challenges of military life"
"tbs-sct","3ac0d080-6149-499a-8b06-7ce5f00ec56c","GC Service Inventory","c0cf9766-b85b-48c3-b295-34f72305aaf6","Service Identification Information & Metrics (2024)"
"tbs-sct","3ac0d080-6149-499a-8b06-7ce5f00ec56c","GC Service Inventory","8736cd7e-9bf9-4a45-9eee-a6cb3c43c07e","Service Standards & Performance Results (2024)"
"tbs-sct","3ac0d080-6149-499a-8b06-7ce5f00ec56c","GC Service Inventory","3acf79c0-a5f5-4d9a-a30d-fb5ceba4b60a","Service Identification Information & Metrics (2018-2023)"
"tbs-sct","3ac0d080-6149-499a-8b06-7ce5f00ec56c","GC Service Inventory","272143a7-533e-42a1-b72d-622116474a21","Service Standards & Performance Results (2018-2023)"
"tbs-sct","3aeb9234-2cce-4495-970e-a177d23199ae","Federal public service executive and non-executive statistics","466d8829-968e-498a-a155-e42a3133f644","Population of the federal public service by executive level"
"tbs-sct","3aeb9234-2cce-4495-970e-a177d23199ae","Federal public service executive and non-executive statistics","9ceb08ca-55c7-4a04-9819-7d49759083cb","Population of the federal public service by executive level"
"tbs-sct","3aeb9234-2cce-4495-970e-a177d23199ae","Federal public service executive and non-executive statistics","16c75ddc-475b-4e62-b883-d5517181c9cf","Population of the federal public service executives and non-executives by department or agency"
"tbs-sct","3aeb9234-2cce-4495-970e-a177d23199ae","Federal public service executive and non-executive statistics","06890686-ef92-41f2-877b-d481bccef120","Population of the federal public service executives and non-executives by department or agency"
"tbs-sct","3aeb9234-2cce-4495-970e-a177d23199ae","Federal public service executive and non-executive statistics","438804ac-d19f-4dda-9499-f456daa3cb27","Population of the federal public service by region of work and executive level"
"tbs-sct","3aeb9234-2cce-4495-970e-a177d23199ae","Federal public service executive and non-executive statistics","37e3692c-2dc1-4e14-9623-09f47f0d425a","Population of the federal public service by region of work and executive level"
"tbs-sct","3aeb9234-2cce-4495-970e-a177d23199ae","Federal public service executive and non-executive statistics","dcf0e800-a624-426e-9215-70509861850b","Population of the federal public service by province or territory of work and executive level"
"tbs-sct","3aeb9234-2cce-4495-970e-a177d23199ae","Federal public service executive and non-executive statistics","b9b8a079-ab4d-477f-9a31-b0e16a2cb126","Population of the federal public service by province or territory of work and executive level"
"tbs-sct","3aeb9234-2cce-4495-970e-a177d23199ae","Federal public service executive and non-executive statistics","cbc448b6-0007-4838-819b-a388b642f1fe","Population of the federal public service by age band and executive level"
"tbs-sct","3aeb9234-2cce-4495-970e-a177d23199ae","Federal public service executive and non-executive statistics","573023d1-5aa9-42fa-80c5-3d84923a260a","Population of the federal public service by age band and executive level"
"tbs-sct","3aeb9234-2cce-4495-970e-a177d23199ae","Federal public service executive and non-executive statistics","75d1070e-b94d-4e73-b8ff-99ba7304798c","Population of the federal public service by sex and executive level"
"tbs-sct","3aeb9234-2cce-4495-970e-a177d23199ae","Federal public service executive and non-executive statistics","2b3a74b5-f87f-4544-9d30-de261d48ef83","Population of the federal public service by sex and executive level"
"tbs-sct","3aeb9234-2cce-4495-970e-a177d23199ae","Federal public service executive and non-executive statistics","90739ef5-3a92-4484-85e4-9ad4533fc239","Population of the federal public service by first official language and executive level"
"tbs-sct","3aeb9234-2cce-4495-970e-a177d23199ae","Federal public service executive and non-executive statistics","efa475ff-75b5-4f6a-94f7-c2e7ba7a00a6","Population of the federal public service by first official language and executive level"
"pc","3b07675c-1ac6-48f1-800d-e12eaaaee949","Banff_NP_ForestAlpine_Songbird Point Counts ","5183f1e4-33fa-4f8a-993f-e7c8cef09dc5","Avian Species Abundance - Data"
"pc","3b07675c-1ac6-48f1-800d-e12eaaaee949","Banff_NP_ForestAlpine_Songbird Point Counts ","e72db018-e5c5-4614-9f0e-df345a5ed57e","Avian Species Abundance - Data Dictionary"
"pc","3b07675c-1ac6-48f1-800d-e12eaaaee949","Banff_NP_ForestAlpine_Songbird Point Counts ","9ae651e8-bb1b-49ac-a7d5-1eb678830be7","Avian Species Abundance - LLYK - Data"
"pc","3b07675c-1ac6-48f1-800d-e12eaaaee949","Banff_NP_ForestAlpine_Songbird Point Counts ","7b03d80e-37af-4d07-a03b-ccab1d4c1459","Avian Species Abundance - LLYK - Data Dictionary"
"cnsc-ccsn","3b119925-fd22-4b1b-a01f-7e83e7d5900b","Sealed Source Tracking System","9436df93-fe2d-4e78-8fd2-9fa8dc51c7bf","Sealed Source Tracking System – 2017 (English)"
"cnsc-ccsn","3b119925-fd22-4b1b-a01f-7e83e7d5900b","Sealed Source Tracking System","5745b0de-7e69-4093-8e99-852d27120645","Sealed Source Tracking System – 2017 (French)"
"cnsc-ccsn","3b119925-fd22-4b1b-a01f-7e83e7d5900b","Sealed Source Tracking System","b4148cd1-89b5-4ebf-ad55-e7e985ced9fa","Sealed Source Tracking System – 2018 (English)"
"cnsc-ccsn","3b119925-fd22-4b1b-a01f-7e83e7d5900b","Sealed Source Tracking System","8988886f-c8e9-4452-a968-66f2b3e6b6ae","Sealed Source Tracking System – 2018 (French)"
